coupon_id,code,discount,valid_from,valid_until,min_order_value,max_uses,current_uses,is_active,created_by,promotion
COUP01510,CODE6913U,15.57,2022-10-02,2028-11-16,20.56,462,188,True,Cameron Mitchell,PROMO00248
COUP01511,CODE1728T,13.05,2021-06-30,2025-04-04,59.86,493,242,True,Brandon Caldwell,PROMO00736
COUP01512,CODE5947O,25.4,2021-01-14,2028-11-13,77.14,233,143,True,Mary Nguyen,PROMO00728
COUP01513,CODE5585O,23.14,2023-11-01,2027-03-19,25.69,400,289,True,Brandy Mendez,PROMO00795
COUP01514,CODE4818N,18.85,2024-05-23,2026-10-20,53.5,94,80,True,Angelica Cook,PROMO00689
COUP01515,CODE5963V,11.44,2020-10-07,2029-08-10,45.92,158,63,True,Thomas Olson,PROMO00508
COUP01516,CODE6005V,20.74,2022-03-16,2025-05-18,65.05,192,187,False,Nicole Hickman,PROMO00016
COUP01517,CODE8602J,10.7,2022-07-05,2027-04-15,42.8,385,147,False,Linda Lin,PROMO00074
COUP01518,CODE1442T,32.61,2023-08-03,2027-01-06,59.42,212,121,False,Troy Lam,PROMO00672
COUP01519,CODE6460D,17.83,2023-04-02,2027-11-05,10.11,211,59,False,Jacob Schroeder,PROMO00023
COUP01520,CODE6217U,27.22,2023-11-22,2028-11-21,11.95,75,39,True,Jose Shaw,PROMO00806
COUP01521,CODE4293Y,8.5,2023-10-19,2026-07-18,30.22,251,136,True,Christopher Smith,PROMO00197
COUP01522,CODE6804N,19.44,2023-06-24,2026-09-26,19.76,460,424,False,Emma Guerra,PROMO00680
COUP01523,CODE1675Y,15.79,2022-03-27,2029-11-17,94.47,278,46,False,Monica Johnson,PROMO00574
COUP01524,CODE9913V,41.86,2022-07-21,2028-05-13,23.31,140,57,True,William Hernandez,PROMO00710
COUP01525,CODE9351L,45.65,2023-09-22,2026-10-24,15.18,314,28,False,Brian Garcia,PROMO00952
COUP01526,CODE7187S,34.8,2020-01-30,2025-06-08,31.79,315,314,False,David George,PROMO00374
COUP01527,CODE4545L,15.01,2022-09-02,2029-01-09,53.6,280,156,True,Daniel Carpenter,PROMO00147
COUP01528,CODE1004T,32.46,2022-09-01,2028-03-21,42.23,125,47,False,Thomas Sims,PROMO00896
COUP01529,CODE7707F,18.33,2021-05-16,2027-04-16,71.54,139,46,False,Stephen Stevens,PROMO00293
COUP01530,CODE2458C,5.91,2024-01-06,2029-12-07,83.71,397,301,True,Stephanie Williams,PROMO00953
COUP01531,CODE4353K,26.38,2022-05-15,2026-05-22,60.65,191,101,False,Katrina Walton,PROMO00048
COUP01532,CODE1503K,44.49,2021-05-09,2025-03-30,16.27,270,79,False,Rebecca Ward,PROMO00670
COUP01533,CODE7009R,33.69,2023-02-25,2026-01-07,25.98,33,27,False,Ronald Middleton,PROMO00982
COUP01534,CODE7019Z,12.93,2020-08-20,2026-09-27,29.14,190,3,False,Alicia Boyd,PROMO00669
COUP01535,CODE2904A,18.46,2023-05-03,2025-11-21,78.02,101,82,False,Phillip Gregory,PROMO00400
COUP01536,CODE8601W,10.25,2023-09-01,2028-07-06,99.03,453,370,True,Sheila Turner,PROMO00989
COUP01537,CODE7177Y,17.0,2020-08-24,2027-07-03,40.51,380,182,True,Ashley Guzman,PROMO00159
COUP01538,CODE4453V,27.64,2024-04-24,2028-07-03,22.59,496,76,False,Robert Luna,PROMO00528
COUP01539,CODE5108X,24.88,2020-12-09,2025-07-24,88.16,282,53,False,Alyssa Foster,PROMO00952
COUP01540,CODE7555A,19.02,2020-09-05,2025-12-13,39.8,13,5,True,Amber Lewis,PROMO00783
COUP01541,CODE8914O,34.29,2024-11-25,2025-04-19,98.68,177,65,False,Barbara Goodwin,PROMO00934
COUP01542,CODE9418X,16.69,2022-03-10,2028-03-24,40.44,301,123,False,Richard Dickerson,PROMO00895
COUP01543,CODE6528G,25.0,2023-11-18,2029-04-03,87.87,491,285,True,Michael Taylor,PROMO00357
COUP01544,CODE1417C,30.05,2024-11-25,2025-03-03,92.08,329,55,False,Sean Ewing,PROMO00290
COUP01545,CODE9929Z,21.06,2024-05-22,2028-08-16,40.48,150,18,True,Suzanne George,PROMO00909
COUP01546,CODE3773H,19.65,2022-09-23,2028-11-02,52.68,267,107,True,Brian French,PROMO00730
COUP01547,CODE6517V,37.08,2024-04-02,2025-05-27,32.11,174,88,True,Julia Robinson,PROMO00633
COUP01548,CODE6327C,49.75,2022-12-06,2027-11-09,30.45,22,6,False,Adam Oconnor,PROMO00158
COUP01549,CODE7285K,47.88,2022-03-09,2029-01-31,23.31,449,161,False,Matthew Cole,PROMO00645
COUP01550,CODE3592Q,8.26,2022-10-06,2026-12-12,78.66,420,39,True,Jacob Dixon,PROMO00147
COUP01551,CODE6088N,20.17,2023-12-17,2025-05-02,89.15,169,69,False,Dr. Jennifer Davis MD,PROMO00498
COUP01552,CODE6293R,9.59,2024-06-28,2025-11-06,39.76,171,142,True,Christina Wilson,PROMO00432
COUP01553,CODE9136D,7.77,2020-10-11,2027-08-08,50.34,60,54,False,Eric Brown DDS,PROMO00230
COUP01554,CODE9171K,8.98,2024-12-13,2028-09-11,82.23,245,64,False,Brian Palmer,PROMO00839
COUP01555,CODE1811C,24.19,2021-05-17,2027-08-04,25.89,221,153,False,Emily Sanchez,PROMO00841
COUP01556,CODE4932V,16.92,2024-08-23,2029-01-20,97.45,88,34,False,Pamela Cooper,PROMO00092
COUP01557,CODE1724X,43.64,2021-10-07,2027-05-28,26.54,396,9,False,Andrew Smith,PROMO00419
COUP01558,CODE1321F,37.08,2022-09-30,2028-11-08,25.68,40,11,True,Nancy Kim,PROMO00343
COUP01559,CODE5566D,15.76,2023-11-07,2029-11-19,30.26,86,49,True,Janice Richards,PROMO00876
COUP01560,CODE2824Y,43.0,2023-02-23,2026-01-04,89.63,45,8,False,Jaclyn Simmons,PROMO00505
COUP01561,CODE5437O,16.09,2024-02-17,2029-11-28,14.49,278,74,True,Charles White,PROMO00201
COUP01562,CODE2816U,34.45,2024-12-22,2029-02-01,69.25,205,5,False,Hannah Hartman,PROMO00054
COUP01563,CODE8933Y,15.61,2023-11-26,2028-04-21,18.9,285,257,False,Samantha Palmer,PROMO00153
COUP01564,CODE7844G,13.97,2024-06-16,2028-07-03,63.71,330,189,True,Catherine Gomez,PROMO00815
COUP01565,CODE7359Y,18.01,2023-02-09,2026-03-12,99.79,437,328,True,Kristen Guerrero,PROMO00040
COUP01566,CODE6607I,45.38,2020-11-19,2027-10-08,88.19,316,81,False,Raymond Guerrero,PROMO00021
COUP01567,CODE4783Y,20.56,2021-04-11,2028-06-03,73.11,93,91,True,Kevin Case,PROMO00651
COUP01568,CODE1200R,9.07,2020-03-26,2028-03-22,27.75,136,75,False,John Jenkins,PROMO00202
COUP01569,CODE3795P,21.56,2022-02-24,2028-01-02,11.44,131,4,False,William Hansen,PROMO00559
COUP01570,CODE5134B,17.44,2024-07-28,2025-02-27,26.61,322,316,True,Patrick Hanson,PROMO00089
COUP01571,CODE4063N,42.56,2021-04-07,2027-05-30,81.48,50,11,False,Betty Tucker,PROMO00115
COUP01572,CODE1196S,21.89,2024-06-17,2029-03-22,67.43,62,29,False,Joseph Rodgers,PROMO00561
COUP01573,CODE7039N,36.49,2024-02-24,2025-02-20,69.19,56,51,True,Kimberly Adams,PROMO00203
COUP01574,CODE1602H,39.08,2021-01-06,2029-06-04,65.67,216,181,True,Wyatt Hodges,PROMO00156
COUP01575,CODE5560M,18.46,2020-07-08,2025-09-26,18.91,428,116,True,Emily Craig,PROMO00610
COUP01576,CODE5871T,30.86,2021-01-26,2026-07-06,61.16,373,46,False,Douglas Cooper,PROMO00058
COUP01577,CODE7153D,22.99,2021-01-12,2025-12-13,28.06,18,16,True,Carrie Raymond,PROMO00370
COUP01578,CODE8822F,10.14,2024-11-30,2025-05-06,91.34,359,61,False,John Mcdaniel,PROMO00368
COUP01579,CODE5600Y,23.62,2022-02-15,2025-09-23,58.53,170,148,False,Cassandra Carroll,PROMO00233
COUP01580,CODE8284Z,19.35,2021-08-17,2029-05-16,58.9,303,89,False,Christopher Roach,PROMO00968
COUP01581,CODE3866N,26.02,2020-08-10,2025-02-25,97.61,409,323,True,Kari Rhodes,PROMO00923
COUP01582,CODE6250I,9.99,2022-05-05,2027-01-17,30.55,398,301,False,Randy Vasquez,PROMO00670
COUP01583,CODE8351E,42.74,2022-12-05,2027-08-01,61.64,193,132,True,Timothy Anderson,PROMO00552
COUP01584,CODE6071Z,14.72,2024-12-20,2025-03-13,45.58,90,28,True,Elijah Gilbert,PROMO00293
COUP01585,CODE6569W,47.48,2020-06-05,2029-08-18,77.28,145,43,True,Adam Hayes,PROMO00025
COUP01586,CODE1250R,36.67,2023-03-07,2028-11-01,49.04,459,405,True,Christine Martinez,PROMO00213
COUP01587,CODE6048T,48.61,2023-04-15,2028-11-15,76.15,83,5,True,Joy Carter,PROMO00567
COUP01588,CODE9225U,29.19,2022-11-29,2027-01-19,69.98,265,112,False,Daniel Carroll,PROMO00773
COUP01589,CODE9190R,36.38,2020-07-19,2026-01-01,35.95,305,278,True,Laurie Powell,PROMO00779
COUP01590,CODE1659A,37.33,2020-01-28,2028-12-20,31.07,112,96,True,Joseph Black,PROMO00165
COUP01591,CODE3020A,20.69,2022-05-08,2025-04-03,43.67,153,29,True,Tracy Rivera,PROMO00071
COUP01592,CODE9295V,20.39,2024-12-04,2027-09-16,53.34,82,76,False,Paul Larson,PROMO00220
COUP01593,CODE8866R,36.21,2022-08-19,2029-09-30,85.5,343,84,False,Amy Tran,PROMO00840
COUP01594,CODE4049X,11.94,2021-04-12,2026-10-08,49.26,415,405,False,Zachary Holmes,PROMO00791
COUP01595,CODE1067K,26.2,2022-10-15,2029-09-23,63.5,75,42,True,Samantha Atkins,PROMO00972
COUP01596,CODE3428D,5.17,2023-01-28,2027-01-05,45.99,117,59,False,Jennifer Burns,PROMO00462
COUP01597,CODE2473U,25.1,2024-10-15,2028-11-14,26.51,173,131,True,Katie Gutierrez,PROMO00848
COUP01598,CODE8516J,34.19,2020-04-05,2028-04-14,70.36,34,2,False,Michael Smith,PROMO00285
COUP01599,CODE3159D,33.57,2021-12-06,2029-11-27,11.72,147,52,False,Anthony Medina,PROMO00500
COUP01600,CODE4287N,39.42,2022-11-04,2029-02-04,90.06,82,80,True,Richard Hawkins,PROMO00942
COUP01601,CODE9094B,11.4,2020-11-22,2029-05-24,44.07,142,9,True,Angela Riley,PROMO00737
COUP01602,CODE6332M,19.78,2020-12-07,2028-11-13,28.96,309,144,False,William Williams,PROMO00582
COUP01603,CODE4242I,36.36,2023-10-28,2027-11-15,62.34,482,134,False,Nicholas Morgan,PROMO00375
COUP01604,CODE6694Z,39.88,2024-12-06,2026-01-12,60.58,406,71,False,Melissa Reed,PROMO00965
COUP01605,CODE2580A,42.41,2021-02-28,2029-05-05,48.09,362,182,True,Jeffery Shaffer,PROMO00102
COUP01606,CODE7746Y,25.61,2023-03-23,2026-06-02,95.7,187,78,True,Janet Stuart,PROMO00747
COUP01607,CODE3874L,42.71,2021-01-11,2028-01-02,57.65,225,161,True,Rose Jenkins,PROMO00320
COUP01608,CODE9302R,41.43,2024-05-03,2027-05-29,83.02,122,20,True,Eric Crawford,PROMO00177
COUP01609,CODE4970S,46.36,2020-01-08,2025-12-19,97.87,421,200,False,Jessica Williams,PROMO00362
COUP01610,CODE6345G,17.62,2023-02-02,2025-08-25,48.6,104,100,True,Ryan Schneider,PROMO00214
COUP01611,CODE8430P,24.65,2021-09-14,2026-10-28,95.66,43,5,True,Kimberly Silva,PROMO00649
COUP01612,CODE4788G,32.59,2021-04-13,2028-08-18,45.57,301,80,False,Robert Lewis,PROMO00997
COUP01613,CODE3981H,11.78,2022-04-04,2026-05-29,28.64,442,151,True,Brian Jennings,PROMO00977
COUP01614,CODE1777W,44.16,2023-09-17,2028-12-02,68.88,59,45,False,Jaime Salazar,PROMO00385
COUP01615,CODE4634M,39.74,2021-03-10,2028-12-12,13.74,186,155,False,Lisa Davis,PROMO00576
COUP01616,CODE3439N,36.96,2024-02-03,2028-10-29,95.98,260,34,True,Steven Johnson,PROMO00043
COUP01617,CODE1501N,22.28,2021-09-21,2027-12-01,43.51,255,198,True,Matthew Davis,PROMO00047
COUP01618,CODE4110R,25.22,2024-03-13,2029-11-19,87.65,304,140,True,Jeffrey Roberts,PROMO00088
COUP01619,CODE5461U,27.49,2020-04-09,2027-04-27,76.99,235,232,True,Thomas Hicks,PROMO00170
COUP01620,CODE4036Q,11.06,2024-06-17,2025-12-20,74.84,305,286,True,Chase Hart,PROMO00267
COUP01621,CODE6051Q,11.02,2024-01-21,2027-05-11,77.62,399,379,True,Jeffrey Hudson,PROMO00973
COUP01622,CODE6001N,25.45,2022-10-21,2026-12-21,35.23,34,7,False,John Foster,PROMO00141
COUP01623,CODE8090U,9.27,2024-03-16,2026-12-03,96.04,247,49,False,Victoria Brown,PROMO00061
COUP01624,CODE7623S,16.23,2024-07-30,2029-11-23,17.73,74,63,True,Michael Kerr,PROMO00004
COUP01625,CODE1253E,46.67,2024-06-19,2027-10-26,52.61,295,80,False,Amanda Perez,PROMO00310
COUP01626,CODE7608D,40.32,2022-09-05,2028-05-10,91.4,167,115,True,Melissa Sanchez,PROMO00520
COUP01627,CODE8926Z,12.54,2021-05-30,2029-12-14,60.5,423,211,False,Amber Gilbert,PROMO00460
COUP01628,CODE6482W,34.35,2023-09-24,2025-02-03,95.52,180,67,False,Clayton Williams,PROMO00609
COUP01629,CODE9883B,49.51,2022-11-09,2026-05-11,66.42,243,181,True,Karen Mcconnell,PROMO00240
COUP01630,CODE3005I,33.6,2023-08-31,2025-09-11,94.77,282,281,False,Connie Herrera,PROMO00351
COUP01631,CODE6045O,28.22,2023-07-08,2026-11-16,42.1,445,67,False,Scott Rich,PROMO00772
COUP01632,CODE9682W,8.51,2023-09-14,2027-09-20,12.65,316,252,False,Tony Payne,PROMO00375
COUP01633,CODE5619H,17.05,2022-08-09,2028-09-28,71.05,148,84,False,Jeffery Kramer,PROMO00569
COUP01634,CODE4994G,26.02,2024-06-18,2025-10-25,40.88,62,6,True,Brandon Thompson,PROMO00906
COUP01635,CODE6839C,27.05,2022-05-18,2028-01-27,15.72,416,212,False,Amanda Woodard,PROMO00229
COUP01636,CODE4920Q,38.19,2020-12-10,2028-03-08,10.0,199,96,True,Rhonda Cherry,PROMO00188
COUP01637,CODE4447H,5.23,2022-11-12,2028-06-29,58.44,268,62,False,Brooke Martin,PROMO00149
COUP01638,CODE9361V,33.42,2021-10-18,2029-04-21,40.04,339,6,False,Ashley Hubbard,PROMO00853
COUP01639,CODE8304P,16.12,2020-01-28,2026-08-27,57.85,175,175,True,Tracey Martinez,PROMO00764
COUP01640,CODE1514L,41.18,2023-08-24,2025-08-11,48.15,399,34,False,Frederick Young,PROMO00437
COUP01641,CODE8949R,18.64,2024-09-25,2029-01-31,56.0,123,53,False,Paula Stevens,PROMO00207
COUP01642,CODE7732Y,5.5,2020-12-23,2027-07-25,68.26,320,132,False,Colleen Jefferson,PROMO00556
COUP01643,CODE7282E,47.37,2021-10-21,2028-11-25,67.02,31,7,False,Michael Torres,PROMO00368
COUP01644,CODE5223G,48.33,2023-02-09,2025-05-28,57.84,438,269,True,Kevin Frank,PROMO00718
COUP01645,CODE4434N,37.48,2021-05-21,2028-09-21,19.31,427,351,True,Christopher Bond,PROMO00681
COUP01646,CODE2510H,19.97,2023-01-14,2027-08-02,42.09,227,28,False,Joshua Ortiz,PROMO00158
COUP01647,CODE9536K,25.47,2022-11-05,2029-06-30,71.45,285,201,True,Stephanie White,PROMO00513
COUP01648,CODE5454Z,48.01,2020-11-16,2029-08-22,51.1,89,66,False,Anthony Rhodes,PROMO00179
COUP01649,CODE9174W,32.81,2021-07-21,2028-12-05,58.31,225,109,False,Jared White,PROMO00922
COUP01650,CODE8656N,11.61,2021-02-21,2027-12-19,85.83,444,248,True,Danielle Wall,PROMO00471
COUP01651,CODE1351H,18.29,2022-06-14,2025-04-29,60.66,305,161,True,Sarah Crane,PROMO00512
COUP01652,CODE4636H,37.42,2023-05-30,2028-09-29,21.64,145,34,True,Joseph Mason,PROMO00383
COUP01653,CODE5031D,33.19,2021-08-16,2026-03-13,16.84,210,13,False,Jason Wolfe,PROMO00057
COUP01654,CODE2220X,29.24,2020-07-15,2026-12-26,87.28,33,5,True,Katherine Boyd,PROMO00736
COUP01655,CODE7358M,18.07,2022-12-22,2026-09-04,33.08,354,158,False,Alejandra Jones,PROMO00617
COUP01656,CODE5238S,28.35,2023-11-15,2029-10-14,83.51,124,76,False,Gregory Graham,PROMO00040
COUP01657,CODE7322G,30.35,2024-09-30,2029-12-05,58.36,181,127,True,Regina Lynn,PROMO00608
COUP01658,CODE1203J,23.96,2021-02-10,2025-09-12,32.03,65,18,True,Amanda Morgan,PROMO00993
COUP01659,CODE2502D,36.93,2022-01-19,2029-02-08,88.9,408,56,False,Geoffrey Farmer,PROMO00138
COUP01660,CODE8063Q,42.86,2022-03-04,2028-01-21,56.23,84,65,False,Kathy Chase,PROMO00725
COUP01661,CODE2656E,31.14,2023-01-11,2027-08-04,74.22,197,152,False,John Hill,PROMO00139
COUP01662,CODE9657F,25.53,2023-12-25,2028-06-24,87.36,359,211,True,Charles Hubbard,PROMO00306
COUP01663,CODE9392Y,18.18,2020-09-17,2026-05-08,49.07,126,76,False,George Meyer,PROMO00497
COUP01664,CODE6608B,18.61,2020-07-13,2026-01-03,14.69,452,164,False,Catherine Wagner,PROMO00198
COUP01665,CODE2091F,28.49,2020-02-05,2027-10-09,34.86,456,454,True,Juan Phillips,PROMO00990
COUP01666,CODE1907O,15.84,2022-03-14,2029-04-13,48.52,476,290,False,Rodney Watts,PROMO00983
COUP01667,CODE5684T,30.17,2021-06-16,2028-02-16,80.93,333,281,False,Miss Cheryl Bryan,PROMO00291
COUP01668,CODE3240D,41.66,2023-02-24,2028-11-11,56.7,69,67,True,Laura Bush,PROMO00910
COUP01669,CODE9844R,31.67,2020-07-28,2025-10-26,95.07,316,104,False,Bryan Wilson,PROMO00214
COUP01670,CODE2323I,37.55,2020-10-18,2029-04-24,34.86,451,318,False,Madison Payne,PROMO00080
COUP01671,CODE3292O,7.52,2022-10-09,2026-07-30,74.78,475,369,False,Sonya Cline,PROMO00743
COUP01672,CODE8767D,14.51,2021-11-01,2028-04-30,86.75,317,142,True,Deborah Romero,PROMO00451
COUP01673,CODE1800N,18.71,2021-07-25,2025-06-30,14.9,116,44,False,Sarah Meyers,PROMO00344
COUP01674,CODE5369Z,45.73,2024-03-29,2027-01-13,19.13,13,8,False,Holly Goodwin,PROMO00856
COUP01675,CODE9865F,33.35,2023-10-11,2026-07-11,39.72,315,202,True,Danielle Guzman,PROMO00941
COUP01676,CODE9506P,44.17,2024-08-08,2028-03-10,69.38,142,113,True,Jonathan Avila,PROMO00084
COUP01677,CODE7001N,24.93,2024-10-11,2027-05-27,23.5,217,64,True,Gary Munoz,PROMO00345
COUP01678,CODE9296N,12.49,2024-03-15,2026-09-08,43.69,478,258,True,Brian Evans,PROMO00254
COUP01679,CODE6822Z,31.51,2023-05-10,2027-04-10,79.54,257,60,True,Ricardo Rodriguez PhD,PROMO00614
COUP01680,CODE6144P,47.66,2021-12-19,2028-01-26,69.72,395,144,True,Annette Davis,PROMO00508
COUP01681,CODE9717S,27.76,2022-04-16,2025-05-20,58.39,373,254,True,Kevin Donovan,PROMO00015
COUP01682,CODE1468J,13.85,2023-03-19,2026-02-02,98.93,295,103,False,Brandon Oliver,PROMO00997
COUP01683,CODE3794L,27.36,2020-02-16,2025-05-11,13.7,143,132,False,Richard Powell,PROMO00978
COUP01684,CODE4367M,25.25,2022-09-04,2029-01-12,96.7,191,167,True,Lisa Black,PROMO00962
COUP01685,CODE1941E,5.09,2021-02-20,2029-03-29,44.74,176,45,True,James Lewis,PROMO00896
COUP01686,CODE4127F,11.33,2021-01-06,2029-07-19,58.64,151,60,True,Elizabeth Mcintyre,PROMO00607
COUP01687,CODE3000G,8.27,2021-05-30,2026-04-02,72.52,84,79,False,Lisa Chase,PROMO00446
COUP01688,CODE6168L,8.35,2024-06-28,2028-08-08,43.23,313,56,False,Lisa Wells,PROMO00608
COUP01689,CODE8384C,18.74,2021-12-01,2027-03-06,98.01,276,14,False,Anita Woods,PROMO00659
COUP01690,CODE9709U,26.91,2021-02-06,2027-03-22,22.02,49,8,False,Robin Dunlap,PROMO00877
COUP01691,CODE8320X,22.78,2022-05-07,2025-03-28,51.66,319,117,False,Jacob Mckay,PROMO00361
COUP01692,CODE6394V,45.31,2024-06-26,2028-10-11,14.68,164,152,False,Oscar Donaldson,PROMO00930
COUP01693,CODE2975R,26.02,2023-10-01,2028-07-06,41.21,305,81,False,David Lewis,PROMO00799
COUP01694,CODE4138Z,18.97,2020-02-26,2025-10-11,49.64,313,50,False,Ronald Lester,PROMO00471
COUP01695,CODE5720V,8.86,2020-11-19,2028-10-15,10.47,360,186,False,Christopher Luna,PROMO00773
COUP01696,CODE4344F,9.94,2021-04-06,2028-05-28,85.41,17,11,False,Michelle Barnes,PROMO00275
COUP01697,CODE4504D,25.06,2020-04-14,2025-07-24,13.02,77,62,True,Jessica Smith,PROMO00159
COUP01698,CODE9766S,33.03,2023-01-15,2027-10-11,96.49,440,367,False,Steven Gonzalez,PROMO00158
COUP01699,CODE2875V,42.83,2024-04-09,2025-02-11,69.88,251,109,False,Brian Boone,PROMO00451
COUP01700,CODE1514Z,26.94,2024-10-11,2028-01-24,41.89,469,151,True,Anna Wright,PROMO00634
COUP01701,CODE3688U,28.15,2022-03-12,2029-10-01,46.61,208,51,True,Nicholas Hatfield,PROMO00765
COUP01702,CODE6100M,12.05,2023-10-19,2025-03-07,74.76,179,144,True,Lindsay Fuentes,PROMO00314
COUP01703,CODE9534D,27.94,2021-08-14,2029-10-04,61.08,133,87,True,Shannon Frederick,PROMO00893
COUP01704,CODE3005H,20.64,2021-08-01,2028-03-12,74.02,188,90,True,Nicholas Bridges,PROMO00446
COUP01705,CODE2905V,39.78,2023-02-19,2027-12-17,37.11,126,65,True,Tanya Perez,PROMO00886
COUP01706,CODE2554W,48.48,2023-02-09,2025-12-13,98.81,173,15,True,Juan Shepherd,PROMO00557
COUP01707,CODE6716P,30.75,2023-10-07,2028-01-22,29.69,148,92,True,Kathryn West,PROMO00599
COUP01708,CODE1759H,25.09,2022-02-08,2027-08-18,77.58,147,94,True,Gina Johnson,PROMO00791
COUP01709,CODE6643I,27.98,2020-06-05,2025-03-26,13.07,375,142,True,Elizabeth Pierce,PROMO00633
COUP01710,CODE1872Q,13.73,2023-09-23,2029-02-07,34.6,109,40,True,Craig Hammond,PROMO00710
COUP01711,CODE6648I,15.09,2024-03-15,2025-12-31,31.82,473,304,True,David Rivera,PROMO00497
COUP01712,CODE8657Z,19.82,2021-04-03,2029-01-30,12.05,475,50,False,Matthew Lopez,PROMO00813
COUP01713,CODE6123O,10.58,2023-10-12,2027-02-24,86.16,426,50,False,Evan Norman,PROMO00125
COUP01714,CODE2196N,15.86,2022-11-16,2026-05-12,56.31,435,179,True,Jonathan Savage,PROMO00676
COUP01715,CODE3619V,8.92,2022-12-10,2025-08-01,38.03,217,191,False,Crystal Smith,PROMO00517
COUP01716,CODE3648X,27.19,2024-08-17,2029-07-08,93.25,183,163,False,Patrick Young,PROMO00299
COUP01717,CODE7831Y,41.35,2024-04-08,2027-03-23,81.33,443,122,False,Manuel Brooks,PROMO00192
COUP01718,CODE6991J,27.89,2022-01-04,2027-12-29,91.73,18,10,False,Marc Mcneil,PROMO00965
COUP01719,CODE2053Y,48.37,2020-09-11,2027-03-21,35.52,224,49,False,Richard Ortiz,PROMO00977
COUP01720,CODE6867K,19.89,2024-09-06,2025-09-04,88.29,311,257,True,Edward Hurley,PROMO00015
COUP01721,CODE4526T,18.21,2024-09-13,2026-09-03,50.73,458,175,True,Scott Blair,PROMO00062
COUP01722,CODE9370E,14.11,2024-01-24,2029-10-16,74.38,481,239,True,Joshua Brown,PROMO00917
COUP01723,CODE4285L,46.38,2024-08-02,2027-02-02,66.2,439,239,False,Aaron Pearson,PROMO00650
COUP01724,CODE1589P,9.41,2024-12-10,2029-12-16,16.0,70,21,True,Abigail Wilson,PROMO00096
COUP01725,CODE5454D,11.92,2024-04-24,2027-09-22,20.16,133,115,False,Ryan Holloway,PROMO00506
COUP01726,CODE4370E,37.86,2024-04-28,2026-04-23,10.55,175,121,True,Louis Patterson,PROMO00751
COUP01727,CODE4515Y,37.77,2021-12-10,2027-07-04,10.69,420,49,True,Gina Johnson,PROMO00856
COUP01728,CODE1120I,43.17,2023-01-26,2029-02-18,79.69,489,231,False,Gregory Ryan,PROMO00163
COUP01729,CODE6027Q,40.14,2020-11-28,2025-11-27,67.51,176,141,False,Clayton York,PROMO00296
COUP01730,CODE2954G,22.28,2023-12-30,2026-02-16,56.0,223,178,True,Frank Cook,PROMO00344
COUP01731,CODE6992X,13.76,2023-05-15,2029-03-21,15.86,334,192,True,Lisa Clark,PROMO00656
COUP01732,CODE8992P,30.24,2020-02-12,2028-05-15,61.88,296,178,True,Daniel Watkins,PROMO00017
COUP01733,CODE4050P,6.49,2024-06-03,2026-06-28,39.36,441,38,True,Lisa Thornton,PROMO00772
COUP01734,CODE9426C,31.74,2021-04-02,2029-07-01,53.76,388,66,True,Caleb Ward,PROMO00451
COUP01735,CODE3505I,29.02,2023-08-02,2025-08-19,43.55,241,175,False,Alex Moore,PROMO00043
COUP01736,CODE6038X,40.56,2021-09-29,2026-10-17,18.38,445,78,False,Jasmine Mathis,PROMO00617
COUP01737,CODE4390W,44.96,2023-01-25,2027-12-01,44.66,488,16,True,Tabitha Ferguson,PROMO00301
COUP01738,CODE9555N,30.15,2023-09-18,2027-02-17,20.72,351,309,False,Matthew Watkins,PROMO00777
COUP01739,CODE9683M,6.39,2021-02-10,2026-06-26,86.93,214,126,False,Jordan Martin,PROMO00750
COUP01740,CODE1123F,42.17,2021-06-29,2025-07-17,86.66,26,3,False,Daniel Herrera,PROMO00829
COUP01741,CODE5549Q,24.63,2021-04-19,2026-04-01,19.73,87,81,False,Chris Cunningham,PROMO00761
COUP01742,CODE9218R,40.79,2021-07-28,2027-07-01,37.53,314,1,True,Jennifer Mcknight,PROMO00262
COUP01743,CODE3760Y,22.86,2022-10-19,2027-11-13,93.08,353,48,True,John Davidson,PROMO00796
COUP01744,CODE1365U,27.18,2022-09-04,2028-08-04,48.01,348,275,True,Lindsay Black,PROMO00738
COUP01745,CODE9508F,47.22,2023-02-19,2026-01-06,97.51,108,60,True,Meghan Mcdaniel,PROMO00866
COUP01746,CODE1882H,22.76,2024-11-03,2028-10-09,17.87,451,38,False,Sarah Massey,PROMO00581
COUP01747,CODE1260I,39.37,2024-12-23,2027-04-13,24.74,19,2,False,Dana Rodriguez,PROMO00574
COUP01748,CODE2456C,14.52,2021-05-15,2025-11-01,97.53,17,9,False,Jordan Hensley,PROMO00446
COUP01749,CODE7796X,48.63,2022-11-24,2025-12-03,43.27,84,60,False,Jermaine Smith,PROMO00281
COUP01750,CODE7869K,21.85,2020-05-10,2025-08-04,17.07,386,324,True,Eric Kirk,PROMO00488
COUP01751,CODE1043F,40.74,2023-03-27,2026-01-21,90.1,322,69,True,Courtney Peters,PROMO00602
COUP01752,CODE6150Q,30.12,2022-09-25,2027-02-19,45.53,299,213,False,William Gray,PROMO00988
COUP01753,CODE7338U,11.06,2020-07-19,2025-06-21,82.33,39,3,True,Lawrence Johnson,PROMO00093
COUP01754,CODE4243X,24.15,2024-03-05,2027-02-05,67.78,250,203,True,Leslie Barber,PROMO00630
COUP01755,CODE1004A,29.08,2024-02-12,2029-08-27,58.24,317,315,True,Frank Dunn,PROMO00082
