promotion_id,restaurant_id,promotion_name,discount_percentage,valid_from,valid_until,min_order_value,max_discount,terms_conditions,is_active
PROMO00589,Olive_27631,Weekend Offer,48.65,2022-06-03,2029-02-18,15.45,15.93,Offer valid on select items only. Terms and conditions apply.,False
PROMO00590,Red_97476,Special Deal,24.17,2024-11-22,2029-07-27,58.43,85.54,Offer valid on select items only. Terms and conditions apply.,True
PROMO00591,The_70420,Special Deal,11.35,2024-03-28,2029-09-06,28.1,37.91,Offer valid on select items only. Terms and conditions apply.,True
PROMO00592,The_57680,Special Deal,10.18,2020-04-19,2025-09-05,28.7,85.89,Offer valid on select items only. Terms and conditions apply.,False
PROMO00593,Chili's_60669,Holiday Discount,35.79,2023-03-08,2029-08-03,48.72,63.72,Offer valid on select items only. Terms and conditions apply.,False
PROMO00594,Red_39256,Limited Time Offer,45.37,2022-06-08,2026-07-15,92.14,89.28,Offer valid on select items only. Terms and conditions apply.,True
PROMO00595,Panera_34818,Festive Sale,7.3,2023-01-20,2028-05-09,14.76,69.61,Offer valid on select items only. Terms and conditions apply.,False
PROMO00596,Outback_24295,Special Deal,21.12,2022-09-17,2028-12-04,33.49,32.04,Offer valid on select items only. Terms and conditions apply.,True
PROMO00597,Buffalo_694,Limited Time Offer,21.51,2022-07-13,2026-03-17,90.38,51.76,Offer valid on select items only. Terms and conditions apply.,True
PROMO00598,P.F._39813,Limited Time Offer,24.61,2023-11-04,2026-08-16,80.6,91.54,Offer valid on select items only. Terms and conditions apply.,True
PROMO00599,Chili's_98499,Weekend Offer,46.88,2024-07-15,2028-11-15,97.7,90.55,Offer valid on select items only. Terms and conditions apply.,False
PROMO00600,Texas_97787,Limited Time Offer,37.62,2021-01-15,2028-02-24,36.38,25.25,Offer valid on select items only. Terms and conditions apply.,True
PROMO00601,Red_89036,Weekend Offer,24.91,2024-04-25,2029-12-06,79.1,23.56,Offer valid on select items only. Terms and conditions apply.,False
PROMO00602,P.F._76463,Holiday Discount,44.52,2022-04-02,2027-10-18,23.28,44.36,Offer valid on select items only. Terms and conditions apply.,False
PROMO00603,Red_4356,Limited Time Offer,42.15,2024-04-10,2026-03-29,64.27,8.73,Offer valid on select items only. Terms and conditions apply.,False
PROMO00604,Olive_77031,Holiday Discount,45.21,2022-10-06,2029-07-18,37.47,12.05,Offer valid on select items only. Terms and conditions apply.,True
PROMO00605,Buffalo_12324,Holiday Discount,6.71,2021-09-11,2027-07-30,55.82,25.49,Offer valid on select items only. Terms and conditions apply.,False
PROMO00606,Red_79846,Special Deal,25.81,2024-12-16,2025-09-01,98.66,6.22,Offer valid on select items only. Terms and conditions apply.,False
PROMO00607,Olive_78691,Holiday Discount,41.04,2023-09-20,2027-12-10,66.17,14.96,Offer valid on select items only. Terms and conditions apply.,True
PROMO00608,Texas_54047,Special Deal,48.35,2023-11-19,2027-05-18,29.71,86.85,Offer valid on select items only. Terms and conditions apply.,False
PROMO00609,Olive_61961,Holiday Discount,49.16,2022-07-01,2029-02-16,49.92,28.79,Offer valid on select items only. Terms and conditions apply.,True
PROMO00610,The_44670,Special Deal,49.03,2024-08-02,2025-04-23,40.67,88.21,Offer valid on select items only. Terms and conditions apply.,True
PROMO00611,Outback_73435,Limited Time Offer,15.88,2020-05-20,2027-07-08,89.13,95.26,Offer valid on select items only. Terms and conditions apply.,False
PROMO00612,Texas_76457,Weekend Offer,30.1,2024-05-08,2028-12-20,21.67,74.68,Offer valid on select items only. Terms and conditions apply.,False
PROMO00613,P.F._75363,Limited Time Offer,24.1,2020-12-02,2028-09-13,81.13,90.94,Offer valid on select items only. Terms and conditions apply.,True
PROMO00614,Outback_91965,Holiday Discount,17.9,2020-08-02,2029-11-27,54.69,20.0,Offer valid on select items only. Terms and conditions apply.,False
PROMO00615,Panera_86768,Holiday Discount,29.43,2022-03-05,2027-06-16,93.02,88.9,Offer valid on select items only. Terms and conditions apply.,False
PROMO00616,Outback_26575,Special Deal,34.08,2020-06-27,2029-07-01,40.3,50.31,Offer valid on select items only. Terms and conditions apply.,False
PROMO00617,Chili's_65569,Special Deal,16.35,2022-12-26,2029-04-27,74.26,10.66,Offer valid on select items only. Terms and conditions apply.,True
PROMO00618,Red_88726,Festive Sale,20.55,2022-07-18,2027-05-27,60.32,10.56,Offer valid on select items only. Terms and conditions apply.,False
PROMO00619,Chipotle_48302,Limited Time Offer,28.97,2023-10-10,2027-11-26,51.05,89.35,Offer valid on select items only. Terms and conditions apply.,True
PROMO00620,Texas_19607,Special Deal,47.95,2021-04-19,2025-12-11,94.27,50.1,Offer valid on select items only. Terms and conditions apply.,False
PROMO00621,The_13370,Weekend Offer,41.27,2021-03-26,2025-09-07,23.19,56.89,Offer valid on select items only. Terms and conditions apply.,True
PROMO00622,Buffalo_944,Holiday Discount,27.83,2021-03-09,2026-12-06,30.2,93.52,Offer valid on select items only. Terms and conditions apply.,False
PROMO00623,Red_69306,Weekend Offer,18.58,2024-11-23,2029-12-13,23.38,44.16,Offer valid on select items only. Terms and conditions apply.,False
PROMO00624,Chili's_87299,Holiday Discount,31.11,2023-04-26,2027-01-24,57.85,48.04,Offer valid on select items only. Terms and conditions apply.,True
PROMO00625,P.F._64803,Festive Sale,16.93,2022-08-21,2025-03-22,34.52,77.82,Offer valid on select items only. Terms and conditions apply.,True
PROMO00626,Outback_13525,Festive Sale,33.16,2020-04-16,2026-11-22,73.42,29.63,Offer valid on select items only. Terms and conditions apply.,False
PROMO00627,Red_5676,Holiday Discount,45.65,2024-09-30,2027-03-16,57.68,7.6,Offer valid on select items only. Terms and conditions apply.,False
PROMO00628,P.F._56503,Special Deal,8.03,2022-09-05,2025-02-20,86.27,21.13,Offer valid on select items only. Terms and conditions apply.,False
PROMO00629,Chili's_24959,Weekend Offer,21.97,2022-11-29,2029-06-01,21.01,25.86,Offer valid on select items only. Terms and conditions apply.,True
PROMO00630,Red_68756,Special Deal,10.09,2023-03-15,2027-01-09,68.79,46.71,Offer valid on select items only. Terms and conditions apply.,False
PROMO00631,P.F._56313,Special Deal,17.38,2021-05-06,2028-09-20,15.93,19.5,Offer valid on select items only. Terms and conditions apply.,False
PROMO00632,Buffalo_98294,Limited Time Offer,31.37,2021-03-18,2027-09-10,73.72,58.72,Offer valid on select items only. Terms and conditions apply.,False
PROMO00633,P.F._91363,Limited Time Offer,41.67,2023-04-06,2026-11-12,49.29,34.09,Offer valid on select items only. Terms and conditions apply.,True
PROMO00634,Chili's_14879,Weekend Offer,44.65,2021-10-12,2029-08-24,96.79,65.38,Offer valid on select items only. Terms and conditions apply.,True
PROMO00635,Panera_49628,Special Deal,5.08,2021-06-27,2028-09-19,31.12,37.42,Offer valid on select items only. Terms and conditions apply.,False
PROMO00636,Red_51586,Festive Sale,33.87,2021-03-20,2028-11-26,63.98,14.21,Offer valid on select items only. Terms and conditions apply.,True
PROMO00637,The_59230,Holiday Discount,12.73,2021-01-13,2026-01-08,41.52,53.03,Offer valid on select items only. Terms and conditions apply.,False
PROMO00638,Texas_74987,Festive Sale,35.91,2023-01-11,2028-01-22,63.5,51.53,Offer valid on select items only. Terms and conditions apply.,False
PROMO00639,Chipotle_83252,Festive Sale,48.06,2020-04-24,2027-06-19,32.32,78.26,Offer valid on select items only. Terms and conditions apply.,False
PROMO00640,Texas_73217,Festive Sale,19.46,2020-03-17,2029-03-10,27.63,43.87,Offer valid on select items only. Terms and conditions apply.,False
PROMO00641,Outback_3945,Holiday Discount,33.58,2023-02-07,2025-07-19,66.66,25.52,Offer valid on select items only. Terms and conditions apply.,True
PROMO00642,Red_93846,Holiday Discount,37.7,2022-08-04,2026-07-08,27.6,31.38,Offer valid on select items only. Terms and conditions apply.,True
PROMO00643,Outback_4505,Festive Sale,26.24,2022-10-19,2026-12-29,22.48,37.56,Offer valid on select items only. Terms and conditions apply.,False
PROMO00644,The_43840,Festive Sale,24.49,2023-12-08,2025-09-13,13.8,61.83,Offer valid on select items only. Terms and conditions apply.,False
PROMO00645,Outback_34125,Limited Time Offer,43.9,2021-08-19,2027-02-17,28.15,63.72,Offer valid on select items only. Terms and conditions apply.,False
PROMO00646,The_46990,Holiday Discount,14.75,2021-02-26,2026-03-20,10.6,79.2,Offer valid on select items only. Terms and conditions apply.,False
PROMO00647,Panera_728,Special Deal,34.62,2021-05-07,2025-08-31,16.09,60.86,Offer valid on select items only. Terms and conditions apply.,True
PROMO00648,Red_53686,Limited Time Offer,45.03,2022-08-11,2028-03-26,57.23,17.22,Offer valid on select items only. Terms and conditions apply.,True
PROMO00649,P.F._34443,Special Deal,10.74,2020-10-19,2027-05-25,18.48,31.05,Offer valid on select items only. Terms and conditions apply.,True
PROMO00650,Olive_61311,Festive Sale,41.29,2021-07-09,2027-11-30,71.51,9.73,Offer valid on select items only. Terms and conditions apply.,True
PROMO00651,P.F._58543,Festive Sale,12.69,2020-02-11,2028-04-28,29.99,13.27,Offer valid on select items only. Terms and conditions apply.,True
PROMO00652,The_94910,Limited Time Offer,5.69,2022-08-08,2026-08-23,88.46,97.11,Offer valid on select items only. Terms and conditions apply.,False
PROMO00653,Buffalo_10414,Special Deal,6.87,2021-11-25,2028-10-22,91.74,80.82,Offer valid on select items only. Terms and conditions apply.,False
PROMO00654,The_24960,Special Deal,27.19,2024-07-07,2025-03-26,10.37,91.44,Offer valid on select items only. Terms and conditions apply.,False
PROMO00655,Olive_21191,Festive Sale,10.66,2024-03-02,2025-08-01,18.35,79.43,Offer valid on select items only. Terms and conditions apply.,True
PROMO00656,Outback_97625,Festive Sale,23.62,2023-05-26,2028-11-30,38.57,48.08,Offer valid on select items only. Terms and conditions apply.,False
PROMO00657,Panera_94548,Weekend Offer,10.07,2021-04-11,2026-10-18,49.72,12.14,Offer valid on select items only. Terms and conditions apply.,True
PROMO00658,The_5700,Limited Time Offer,44.79,2020-06-05,2026-06-10,56.1,66.77,Offer valid on select items only. Terms and conditions apply.,True
PROMO00659,Chili's_47049,Special Deal,18.55,2022-08-03,2025-04-12,86.06,19.92,Offer valid on select items only. Terms and conditions apply.,False
PROMO00660,Chipotle_83872,Holiday Discount,31.53,2021-05-10,2029-08-28,55.41,22.28,Offer valid on select items only. Terms and conditions apply.,True
PROMO00661,Chipotle_50332,Holiday Discount,8.13,2023-02-27,2029-07-25,34.34,31.06,Offer valid on select items only. Terms and conditions apply.,False
PROMO00662,P.F._70123,Festive Sale,48.4,2023-10-19,2029-03-28,34.58,71.69,Offer valid on select items only. Terms and conditions apply.,True
PROMO00663,Chipotle_8822,Weekend Offer,10.55,2022-05-08,2025-04-10,59.18,64.83,Offer valid on select items only. Terms and conditions apply.,False
PROMO00664,Chili's_58839,Festive Sale,42.73,2020-07-31,2029-08-19,49.4,43.59,Offer valid on select items only. Terms and conditions apply.,False
PROMO00665,Chili's_90719,Holiday Discount,23.4,2023-08-02,2028-06-07,52.83,73.7,Offer valid on select items only. Terms and conditions apply.,False
PROMO00666,Texas_19407,Holiday Discount,40.8,2020-03-26,2027-05-27,38.9,5.39,Offer valid on select items only. Terms and conditions apply.,False
PROMO00667,Outback_5475,Special Deal,17.96,2022-11-05,2028-07-20,53.12,96.94,Offer valid on select items only. Terms and conditions apply.,False
PROMO00668,Outback_20185,Limited Time Offer,42.26,2021-11-12,2027-02-19,61.49,9.89,Offer valid on select items only. Terms and conditions apply.,False
PROMO00669,Panera_15098,Special Deal,28.04,2022-10-27,2028-09-30,49.72,19.47,Offer valid on select items only. Terms and conditions apply.,False
PROMO00670,Buffalo_85934,Special Deal,22.15,2023-12-24,2028-04-26,81.23,92.07,Offer valid on select items only. Terms and conditions apply.,False
PROMO00671,P.F._86383,Limited Time Offer,44.87,2021-04-03,2029-06-08,61.08,22.09,Offer valid on select items only. Terms and conditions apply.,False
PROMO00672,Red_38816,Special Deal,38.7,2023-05-10,2028-09-28,22.62,99.15,Offer valid on select items only. Terms and conditions apply.,True
PROMO00673,Chipotle_90392,Limited Time Offer,30.0,2021-06-12,2025-03-13,45.45,63.47,Offer valid on select items only. Terms and conditions apply.,True
PROMO00674,The_89830,Special Deal,22.64,2020-05-11,2025-09-29,98.57,37.86,Offer valid on select items only. Terms and conditions apply.,True
PROMO00675,Chipotle_62812,Festive Sale,17.94,2021-04-16,2028-08-30,73.77,96.36,Offer valid on select items only. Terms and conditions apply.,False
PROMO00676,P.F._19723,Festive Sale,9.43,2020-12-08,2028-08-10,64.14,29.78,Offer valid on select items only. Terms and conditions apply.,False
PROMO00677,Olive_61841,Weekend Offer,9.8,2021-12-09,2028-12-03,20.28,65.22,Offer valid on select items only. Terms and conditions apply.,True
PROMO00678,Buffalo_40774,Limited Time Offer,43.73,2021-04-09,2025-05-18,72.57,84.69,Offer valid on select items only. Terms and conditions apply.,True
PROMO00679,Panera_968,Holiday Discount,38.54,2023-05-13,2029-05-09,98.86,30.86,Offer valid on select items only. Terms and conditions apply.,True
PROMO00680,Outback_10005,Holiday Discount,28.68,2021-07-01,2029-03-04,34.76,97.21,Offer valid on select items only. Terms and conditions apply.,True
PROMO00681,Outback_87305,Festive Sale,17.42,2020-07-13,2026-08-01,77.06,41.92,Offer valid on select items only. Terms and conditions apply.,False
PROMO00682,Buffalo_98084,Special Deal,23.51,2020-05-20,2025-05-24,89.14,23.82,Offer valid on select items only. Terms and conditions apply.,True
PROMO00683,Buffalo_28674,Festive Sale,18.82,2023-07-15,2029-05-30,43.97,62.38,Offer valid on select items only. Terms and conditions apply.,True
PROMO00684,Chili's_64299,Special Deal,22.29,2020-07-24,2027-04-12,73.26,24.46,Offer valid on select items only. Terms and conditions apply.,True
PROMO00685,Texas_40397,Festive Sale,16.07,2021-07-05,2027-01-06,75.37,76.88,Offer valid on select items only. Terms and conditions apply.,False
PROMO00686,Panera_90428,Special Deal,37.64,2024-03-17,2025-07-18,48.1,11.82,Offer valid on select items only. Terms and conditions apply.,True
PROMO00687,Chili's_31819,Holiday Discount,10.42,2024-08-26,2026-08-20,97.86,39.57,Offer valid on select items only. Terms and conditions apply.,False
PROMO00688,Outback_5195,Limited Time Offer,8.83,2022-06-18,2027-12-15,71.14,44.48,Offer valid on select items only. Terms and conditions apply.,True
PROMO00689,Outback_46775,Weekend Offer,26.68,2020-09-20,2029-08-30,29.81,79.42,Offer valid on select items only. Terms and conditions apply.,True
PROMO00690,Red_25366,Weekend Offer,30.41,2024-05-29,2027-10-05,64.6,17.77,Offer valid on select items only. Terms and conditions apply.,False
PROMO00691,The_75740,Festive Sale,14.96,2023-11-23,2028-11-21,65.76,24.0,Offer valid on select items only. Terms and conditions apply.,True
PROMO00692,Buffalo_39874,Weekend Offer,40.77,2024-07-14,2029-04-10,98.24,71.56,Offer valid on select items only. Terms and conditions apply.,True
PROMO00693,Chipotle_682,Weekend Offer,20.03,2021-04-08,2027-05-16,52.15,94.2,Offer valid on select items only. Terms and conditions apply.,False
PROMO00694,Olive_71281,Festive Sale,27.04,2021-03-24,2025-07-18,47.66,92.85,Offer valid on select items only. Terms and conditions apply.,False
PROMO00695,Red_1016,Special Deal,31.33,2020-07-26,2027-05-23,20.6,50.29,Offer valid on select items only. Terms and conditions apply.,False
PROMO00696,The_71130,Weekend Offer,46.5,2023-03-30,2029-09-26,61.89,30.13,Offer valid on select items only. Terms and conditions apply.,True
PROMO00697,Buffalo_70164,Special Deal,37.21,2023-10-12,2027-12-14,54.72,54.81,Offer valid on select items only. Terms and conditions apply.,False
PROMO00698,Red_44886,Limited Time Offer,48.75,2021-01-10,2027-10-31,45.87,69.32,Offer valid on select items only. Terms and conditions apply.,True
PROMO00699,Panera_82938,Limited Time Offer,41.44,2024-11-06,2028-11-19,96.28,85.86,Offer valid on select items only. Terms and conditions apply.,False
PROMO00700,Outback_11725,Festive Sale,41.04,2021-07-31,2027-01-17,73.56,70.3,Offer valid on select items only. Terms and conditions apply.,True
PROMO00701,Chili's_4079,Special Deal,19.82,2021-11-24,2025-07-27,94.8,63.02,Offer valid on select items only. Terms and conditions apply.,True
PROMO00702,Chili's_45179,Festive Sale,24.57,2022-10-14,2028-07-25,89.09,82.06,Offer valid on select items only. Terms and conditions apply.,True
PROMO00703,Chili's_16039,Limited Time Offer,42.56,2022-07-14,2027-05-04,45.35,60.01,Offer valid on select items only. Terms and conditions apply.,True
PROMO00704,Texas_13907,Special Deal,43.44,2021-05-31,2026-03-19,44.01,54.0,Offer valid on select items only. Terms and conditions apply.,True
PROMO00705,Red_81076,Festive Sale,11.52,2021-09-24,2027-07-18,23.79,74.94,Offer valid on select items only. Terms and conditions apply.,False
PROMO00706,P.F._74703,Holiday Discount,26.3,2021-10-04,2025-09-22,43.11,85.25,Offer valid on select items only. Terms and conditions apply.,False
PROMO00707,Buffalo_82294,Limited Time Offer,41.25,2023-07-03,2028-05-04,10.01,70.57,Offer valid on select items only. Terms and conditions apply.,False
PROMO00708,Red_37956,Weekend Offer,49.66,2023-05-27,2028-05-24,54.7,22.17,Offer valid on select items only. Terms and conditions apply.,True
PROMO00709,P.F._73443,Festive Sale,13.83,2020-06-08,2028-01-23,12.95,71.8,Offer valid on select items only. Terms and conditions apply.,True
PROMO00710,Chipotle_5022,Holiday Discount,34.11,2023-12-25,2028-11-13,44.99,47.39,Offer valid on select items only. Terms and conditions apply.,False
PROMO00711,Outback_48945,Special Deal,8.06,2021-10-17,2028-02-08,81.13,21.89,Offer valid on select items only. Terms and conditions apply.,False
PROMO00712,Texas_73717,Special Deal,16.03,2024-06-27,2025-11-21,49.95,37.27,Offer valid on select items only. Terms and conditions apply.,False
PROMO00713,Chili's_98789,Special Deal,47.38,2021-01-14,2028-09-19,80.24,57.75,Offer valid on select items only. Terms and conditions apply.,True
PROMO00714,Outback_12205,Limited Time Offer,25.07,2023-05-08,2027-12-16,14.28,30.48,Offer valid on select items only. Terms and conditions apply.,False
PROMO00715,Texas_57447,Holiday Discount,41.22,2020-11-16,2027-08-26,85.49,66.78,Offer valid on select items only. Terms and conditions apply.,True
PROMO00716,P.F._78463,Holiday Discount,14.08,2021-12-06,2026-12-14,99.76,66.56,Offer valid on select items only. Terms and conditions apply.,True
PROMO00717,Outback_95715,Festive Sale,45.01,2024-02-07,2027-08-05,91.03,80.46,Offer valid on select items only. Terms and conditions apply.,True
PROMO00718,Chipotle_49752,Weekend Offer,20.94,2020-06-21,2027-02-26,54.13,73.65,Offer valid on select items only. Terms and conditions apply.,False
PROMO00719,Chipotle_63772,Holiday Discount,16.36,2021-01-25,2029-05-26,19.06,85.96,Offer valid on select items only. Terms and conditions apply.,False
PROMO00720,Texas_99957,Limited Time Offer,41.33,2020-04-23,2027-04-24,67.75,36.07,Offer valid on select items only. Terms and conditions apply.,False
PROMO00721,Buffalo_98674,Weekend Offer,27.62,2022-05-08,2027-12-04,16.84,26.84,Offer valid on select items only. Terms and conditions apply.,True
PROMO00722,Chili's_4319,Festive Sale,38.28,2020-10-09,2028-10-21,26.81,14.97,Offer valid on select items only. Terms and conditions apply.,True
PROMO00723,The_14900,Weekend Offer,27.67,2023-01-05,2025-02-01,40.41,99.48,Offer valid on select items only. Terms and conditions apply.,True
PROMO00724,Panera_34008,Holiday Discount,9.47,2022-10-02,2027-01-24,89.9,22.09,Offer valid on select items only. Terms and conditions apply.,False
PROMO00725,Texas_48467,Holiday Discount,39.32,2023-01-14,2026-03-15,99.81,69.43,Offer valid on select items only. Terms and conditions apply.,False
PROMO00726,Outback_72805,Festive Sale,8.34,2023-01-09,2026-08-03,70.7,34.25,Offer valid on select items only. Terms and conditions apply.,True
PROMO00727,Red_14116,Weekend Offer,24.93,2020-01-06,2027-12-07,86.13,90.7,Offer valid on select items only. Terms and conditions apply.,True
PROMO00728,The_38250,Special Deal,37.2,2023-09-12,2028-07-24,95.99,50.66,Offer valid on select items only. Terms and conditions apply.,True
PROMO00729,The_4920,Festive Sale,40.47,2020-04-02,2028-04-08,33.55,93.14,Offer valid on select items only. Terms and conditions apply.,False
PROMO00730,Texas_67817,Holiday Discount,8.07,2020-11-28,2025-03-23,58.46,92.72,Offer valid on select items only. Terms and conditions apply.,True
PROMO00731,The_97810,Special Deal,39.87,2020-01-17,2025-04-16,20.45,91.03,Offer valid on select items only. Terms and conditions apply.,True
PROMO00732,The_45190,Festive Sale,26.16,2021-12-31,2029-01-09,31.11,22.38,Offer valid on select items only. Terms and conditions apply.,False
PROMO00733,Panera_20728,Special Deal,20.86,2021-12-26,2025-05-27,24.95,51.13,Offer valid on select items only. Terms and conditions apply.,False
PROMO00734,The_11970,Holiday Discount,30.01,2023-08-09,2028-08-19,91.41,12.96,Offer valid on select items only. Terms and conditions apply.,True
PROMO00735,P.F._89463,Festive Sale,38.2,2023-10-22,2026-11-04,32.87,93.66,Offer valid on select items only. Terms and conditions apply.,True
PROMO00736,Outback_36235,Weekend Offer,37.25,2023-10-05,2028-07-02,48.13,77.35,Offer valid on select items only. Terms and conditions apply.,True
PROMO00737,Red_83366,Limited Time Offer,31.85,2023-10-12,2028-03-31,70.44,56.0,Offer valid on select items only. Terms and conditions apply.,False
PROMO00738,Chili's_35879,Special Deal,28.04,2020-12-04,2029-11-27,82.21,61.73,Offer valid on select items only. Terms and conditions apply.,False
PROMO00739,P.F._94683,Weekend Offer,29.27,2024-06-16,2025-07-28,66.66,38.68,Offer valid on select items only. Terms and conditions apply.,False
PROMO00740,Outback_43835,Weekend Offer,6.71,2021-10-31,2029-04-14,87.6,41.73,Offer valid on select items only. Terms and conditions apply.,False
PROMO00741,Panera_11328,Limited Time Offer,6.1,2020-10-11,2026-10-17,55.06,7.96,Offer valid on select items only. Terms and conditions apply.,False
PROMO00742,Chili's_54329,Limited Time Offer,24.84,2022-01-14,2029-11-24,84.24,51.43,Offer valid on select items only. Terms and conditions apply.,True
PROMO00743,Olive_60491,Special Deal,38.3,2024-04-20,2027-03-09,78.07,62.6,Offer valid on select items only. Terms and conditions apply.,False
PROMO00744,The_38010,Weekend Offer,22.5,2020-06-12,2026-05-23,12.68,65.82,Offer valid on select items only. Terms and conditions apply.,False
PROMO00745,Outback_40535,Festive Sale,8.64,2020-04-26,2028-04-02,57.76,16.95,Offer valid on select items only. Terms and conditions apply.,False
PROMO00746,Red_26816,Weekend Offer,32.95,2024-06-04,2028-03-22,42.97,27.37,Offer valid on select items only. Terms and conditions apply.,True
PROMO00747,Buffalo_97434,Limited Time Offer,31.78,2023-12-31,2029-05-27,47.07,7.71,Offer valid on select items only. Terms and conditions apply.,True
PROMO00748,P.F._22693,Special Deal,16.16,2023-10-15,2028-03-11,13.49,29.43,Offer valid on select items only. Terms and conditions apply.,False
PROMO00749,Buffalo_61624,Limited Time Offer,5.66,2021-05-19,2029-09-23,52.16,47.45,Offer valid on select items only. Terms and conditions apply.,False
PROMO00750,Panera_44568,Limited Time Offer,28.56,2021-08-19,2028-06-21,30.38,80.15,Offer valid on select items only. Terms and conditions apply.,True
PROMO00751,Red_72466,Limited Time Offer,14.06,2022-10-20,2026-06-02,26.57,37.67,Offer valid on select items only. Terms and conditions apply.,False
PROMO00752,Panera_80908,Special Deal,34.09,2023-12-06,2025-07-02,28.78,60.6,Offer valid on select items only. Terms and conditions apply.,True
PROMO00753,Red_4246,Holiday Discount,28.19,2022-07-26,2028-10-27,69.02,88.87,Offer valid on select items only. Terms and conditions apply.,True
PROMO00754,The_4800,Holiday Discount,39.97,2021-07-23,2029-02-12,24.38,86.68,Offer valid on select items only. Terms and conditions apply.,False
PROMO00755,Buffalo_59574,Festive Sale,43.69,2024-10-29,2029-09-05,48.15,57.22,Offer valid on select items only. Terms and conditions apply.,False
PROMO00756,Red_91206,Special Deal,17.49,2022-06-22,2027-07-04,83.61,44.44,Offer valid on select items only. Terms and conditions apply.,False
PROMO00757,Buffalo_87534,Festive Sale,39.66,2023-04-29,2026-05-15,37.42,54.5,Offer valid on select items only. Terms and conditions apply.,True
PROMO00758,Texas_92507,Special Deal,24.69,2022-03-15,2027-08-14,12.31,82.18,Offer valid on select items only. Terms and conditions apply.,False
PROMO00759,Outback_7345,Holiday Discount,40.7,2023-05-26,2028-08-17,85.0,58.58,Offer valid on select items only. Terms and conditions apply.,True
PROMO00760,Olive_24131,Festive Sale,33.31,2021-05-16,2029-02-11,57.4,54.87,Offer valid on select items only. Terms and conditions apply.,False
PROMO00761,Chipotle_21482,Holiday Discount,9.53,2020-04-19,2026-06-04,84.16,18.04,Offer valid on select items only. Terms and conditions apply.,True
PROMO00762,The_87070,Holiday Discount,12.55,2020-12-05,2027-08-31,74.85,28.9,Offer valid on select items only. Terms and conditions apply.,True
PROMO00763,Olive_15281,Special Deal,15.49,2024-08-19,2029-09-29,38.74,46.27,Offer valid on select items only. Terms and conditions apply.,False
PROMO00764,Buffalo_72354,Holiday Discount,46.0,2021-07-11,2025-04-14,17.74,87.31,Offer valid on select items only. Terms and conditions apply.,True
PROMO00765,Chipotle_42,Special Deal,46.18,2024-11-20,2028-12-29,40.88,58.29,Offer valid on select items only. Terms and conditions apply.,True
PROMO00766,Chili's_98179,Holiday Discount,40.75,2024-11-13,2027-03-04,21.6,91.24,Offer valid on select items only. Terms and conditions apply.,False
PROMO00767,Outback_3675,Festive Sale,47.53,2022-12-24,2026-12-30,73.41,9.35,Offer valid on select items only. Terms and conditions apply.,False
PROMO00768,Chipotle_45942,Limited Time Offer,46.02,2024-10-21,2027-12-29,39.26,42.26,Offer valid on select items only. Terms and conditions apply.,False
PROMO00769,Chipotle_23522,Special Deal,15.2,2022-02-26,2025-03-12,16.14,74.81,Offer valid on select items only. Terms and conditions apply.,True
PROMO00770,Red_56546,Weekend Offer,48.9,2021-02-01,2026-09-12,20.71,84.01,Offer valid on select items only. Terms and conditions apply.,False
PROMO00771,Texas_71347,Festive Sale,38.68,2023-03-24,2026-09-14,36.12,39.43,Offer valid on select items only. Terms and conditions apply.,True
PROMO00772,Chili's_49829,Limited Time Offer,40.77,2021-09-17,2028-07-05,51.43,22.19,Offer valid on select items only. Terms and conditions apply.,True
PROMO00773,Buffalo_78624,Limited Time Offer,18.42,2021-10-25,2025-09-05,79.31,57.63,Offer valid on select items only. Terms and conditions apply.,True
PROMO00774,Chipotle_74502,Holiday Discount,31.29,2020-02-14,2028-12-06,31.65,6.18,Offer valid on select items only. Terms and conditions apply.,True
PROMO00775,Olive_66271,Festive Sale,39.62,2024-02-18,2027-06-19,24.08,80.55,Offer valid on select items only. Terms and conditions apply.,True
PROMO00776,The_70440,Festive Sale,8.76,2023-04-13,2029-06-25,68.53,94.65,Offer valid on select items only. Terms and conditions apply.,False
PROMO00777,P.F._78753,Limited Time Offer,18.55,2020-10-17,2025-06-10,16.97,58.96,Offer valid on select items only. Terms and conditions apply.,True
PROMO00778,Chipotle_9092,Weekend Offer,49.91,2020-11-16,2026-03-13,26.22,49.16,Offer valid on select items only. Terms and conditions apply.,False
PROMO00779,Chili's_6729,Weekend Offer,8.71,2020-06-05,2026-03-11,93.3,91.62,Offer valid on select items only. Terms and conditions apply.,True
PROMO00780,Chili's_65119,Weekend Offer,47.55,2022-05-09,2026-10-18,17.7,28.15,Offer valid on select items only. Terms and conditions apply.,False
PROMO00781,Olive_25031,Holiday Discount,39.96,2021-03-08,2029-11-10,80.74,69.94,Offer valid on select items only. Terms and conditions apply.,True
PROMO00782,P.F._69893,Weekend Offer,41.53,2024-02-12,2029-12-01,79.41,27.69,Offer valid on select items only. Terms and conditions apply.,True
PROMO00783,The_46980,Limited Time Offer,39.53,2024-09-30,2025-05-23,76.57,30.08,Offer valid on select items only. Terms and conditions apply.,True
PROMO00784,Chipotle_82122,Limited Time Offer,12.27,2023-02-24,2026-10-31,49.33,32.77,Offer valid on select items only. Terms and conditions apply.,True
PROMO00785,Chipotle_20082,Limited Time Offer,9.87,2023-09-15,2029-06-04,25.47,55.78,Offer valid on select items only. Terms and conditions apply.,False
