zone_id,city,postal_code,zone_name,delivery_fee,distance_limit,operational_hours,zone_manager,is_active,comments
ZONE05891,New York,41344,Business District,12.78,9.18,9 AM - 9 PM,ADMIN02237,True,Newly added zone
ZONE08324,Phoenix,18359,Downtown Zone,14.9,16.45,9 AM - 9 PM,ADMIN02210,False,Premium delivery zone
ZONE00643,Phoenix,83991,Residential Zone,7.74,15.5,9 AM - 9 PM,ADMIN02085,False,High demand area
ZONE00314,Houston,86962,Residential Zone,8.55,19.01,9 AM - 9 PM,ADMIN02246,True,Premium delivery zone
ZONE03537,Phoenix,29289,Rural Zone,11.9,1.72,9 AM - 9 PM,ADMIN02732,True,Premium delivery zone
ZONE02199,Los Angeles,45148,Suburban Area,11.5,11.69,9 AM - 9 PM,ADMIN02789,True,Fast delivery available
ZONE08146,Houston,89444,Suburban Area,9.67,18.54,9 AM - 9 PM,ADMIN02053,True,Premium delivery zone
ZONE01636,Chicago,66914,Business District,2.33,6.15,9 AM - 9 PM,ADMIN02864,False,Premium delivery zone
ZONE07035,Los Angeles,30077,Business District,11.37,9.83,9 AM - 9 PM,ADMIN02091,False,High demand area
ZONE09635,Los Angeles,39802,Rural Zone,9.19,13.0,9 AM - 9 PM,ADMIN02294,True,Premium delivery zone
ZONE01840,Los Angeles,64012,Downtown Zone,7.73,4.41,9 AM - 9 PM,ADMIN02905,True,Premium delivery zone
ZONE04415,Houston,51169,Downtown Zone,13.26,16.71,9 AM - 9 PM,ADMIN02028,True,Premium delivery zone
ZONE05553,Los Angeles,97108,Suburban Area,10.15,18.11,9 AM - 9 PM,ADMIN02228,False,High demand area
ZONE01756,Phoenix,21910,Suburban Area,12.97,3.6,9 AM - 9 PM,ADMIN02428,False,Newly added zone
ZONE02257,Houston,58263,Suburban Area,9.2,19.6,9 AM - 9 PM,ADMIN02014,True,Premium delivery zone
ZONE07542,New York,91015,Rural Zone,6.33,13.17,9 AM - 9 PM,ADMIN02043,True,Low delivery fee zone
ZONE05064,Chicago,81612,Residential Zone,4.83,13.98,9 AM - 9 PM,ADMIN02688,False,Premium delivery zone
ZONE00252,Houston,76310,Rural Zone,3.25,10.76,9 AM - 9 PM,ADMIN02311,True,High demand area
ZONE04751,New York,19068,Suburban Area,7.58,14.43,9 AM - 9 PM,ADMIN02225,True,High demand area
ZONE05402,Los Angeles,25943,Residential Zone,3.9,19.59,9 AM - 9 PM,ADMIN02905,True,High demand area
ZONE01232,Phoenix,57202,Business District,3.72,19.76,9 AM - 9 PM,ADMIN02932,True,Premium delivery zone
ZONE09636,Los Angeles,27865,Residential Zone,4.36,3.24,9 AM - 9 PM,ADMIN02299,True,Newly added zone
ZONE06074,New York,44440,Suburban Area,5.89,3.22,9 AM - 9 PM,ADMIN02128,False,Low delivery fee zone
ZONE00782,Los Angeles,40656,Rural Zone,7.95,15.4,9 AM - 9 PM,ADMIN02587,False,Premium delivery zone
ZONE04903,Phoenix,87172,Residential Zone,6.35,11.44,9 AM - 9 PM,ADMIN02361,True,High demand area
ZONE02811,New York,77963,Suburban Area,8.06,11.56,9 AM - 9 PM,ADMIN02773,False,Fast delivery available
ZONE02863,Chicago,49420,Suburban Area,10.05,13.17,9 AM - 9 PM,ADMIN02408,True,Low delivery fee zone
ZONE01905,Chicago,19536,Downtown Zone,7.97,4.42,9 AM - 9 PM,ADMIN02944,True,Fast delivery available
ZONE05050,Houston,92287,Suburban Area,5.9,16.06,9 AM - 9 PM,ADMIN02907,True,Premium delivery zone
ZONE06865,Chicago,47757,Business District,14.12,11.42,9 AM - 9 PM,ADMIN02495,True,Premium delivery zone
ZONE03672,New York,29924,Business District,4.54,18.7,9 AM - 9 PM,ADMIN02799,True,Premium delivery zone
ZONE05489,Los Angeles,44181,Suburban Area,5.3,17.75,9 AM - 9 PM,ADMIN02849,True,Fast delivery available
ZONE00796,Phoenix,49127,Downtown Zone,12.07,7.81,9 AM - 9 PM,ADMIN02944,True,Fast delivery available
ZONE00165,New York,53605,Rural Zone,1.37,7.09,9 AM - 9 PM,ADMIN02945,True,High demand area
ZONE03890,Phoenix,76211,Downtown Zone,9.52,2.03,9 AM - 9 PM,ADMIN02701,False,Fast delivery available
ZONE09584,Houston,44649,Rural Zone,2.28,14.09,9 AM - 9 PM,ADMIN02187,True,High demand area
ZONE07781,Los Angeles,52959,Business District,0.13,16.29,9 AM - 9 PM,ADMIN02578,False,High demand area
ZONE08799,Los Angeles,50385,Rural Zone,9.21,11.31,9 AM - 9 PM,ADMIN02238,True,Newly added zone
ZONE03593,Los Angeles,15242,Suburban Area,7.06,3.37,9 AM - 9 PM,ADMIN02475,True,Fast delivery available
ZONE04419,Chicago,28413,Suburban Area,8.28,15.87,9 AM - 9 PM,ADMIN02153,False,High demand area
ZONE09573,Los Angeles,24683,Rural Zone,13.94,13.79,9 AM - 9 PM,ADMIN02359,True,Fast delivery available
ZONE01082,Houston,89905,Business District,7.86,19.34,9 AM - 9 PM,ADMIN02239,True,Fast delivery available
ZONE05176,New York,58713,Suburban Area,12.47,9.78,9 AM - 9 PM,ADMIN02841,True,Fast delivery available
ZONE07443,Los Angeles,48357,Residential Zone,9.14,8.63,9 AM - 9 PM,ADMIN02377,False,Newly added zone
ZONE09230,Chicago,91183,Downtown Zone,7.51,10.42,9 AM - 9 PM,ADMIN02151,False,Premium delivery zone
ZONE06923,Los Angeles,23436,Suburban Area,0.42,10.68,9 AM - 9 PM,ADMIN02098,True,High demand area
ZONE07825,New York,67632,Suburban Area,3.97,1.47,9 AM - 9 PM,ADMIN02981,True,Low delivery fee zone
ZONE01155,Chicago,94021,Business District,2.0,13.56,9 AM - 9 PM,ADMIN02132,True,Newly added zone
ZONE02984,Houston,76523,Rural Zone,0.01,7.65,9 AM - 9 PM,ADMIN02019,False,High demand area
ZONE04632,Houston,61639,Business District,6.95,1.16,9 AM - 9 PM,ADMIN02442,False,Premium delivery zone
ZONE08009,Los Angeles,64458,Business District,7.07,3.2,9 AM - 9 PM,ADMIN02658,True,Premium delivery zone
ZONE05162,Chicago,26300,Rural Zone,4.01,2.66,9 AM - 9 PM,ADMIN02406,False,Premium delivery zone
ZONE05164,Houston,59866,Rural Zone,10.69,7.08,9 AM - 9 PM,ADMIN02998,False,Newly added zone
ZONE08455,Houston,23639,Suburban Area,2.68,1.35,9 AM - 9 PM,ADMIN02914,True,Newly added zone
ZONE05508,Los Angeles,52571,Suburban Area,5.15,15.72,9 AM - 9 PM,ADMIN02989,False,Newly added zone
ZONE05987,Houston,71173,Residential Zone,2.5,18.55,9 AM - 9 PM,ADMIN02414,True,Fast delivery available
ZONE06569,New York,97360,Rural Zone,13.57,9.65,9 AM - 9 PM,ADMIN02923,False,Fast delivery available
ZONE02376,New York,68972,Business District,2.92,7.4,9 AM - 9 PM,ADMIN02034,False,High demand area
ZONE08898,Los Angeles,35025,Business District,4.12,9.91,9 AM - 9 PM,ADMIN02066,True,Low delivery fee zone
ZONE09224,Chicago,78745,Rural Zone,5.32,6.26,9 AM - 9 PM,ADMIN02281,True,Premium delivery zone
ZONE07702,Los Angeles,88664,Downtown Zone,1.84,14.07,9 AM - 9 PM,ADMIN02635,False,Fast delivery available
ZONE08172,Chicago,37952,Residential Zone,6.49,10.13,9 AM - 9 PM,ADMIN02656,True,Premium delivery zone
ZONE00916,Houston,72687,Residential Zone,13.22,18.66,9 AM - 9 PM,ADMIN02786,True,Fast delivery available
ZONE06034,New York,93591,Suburban Area,9.85,9.35,9 AM - 9 PM,ADMIN02879,False,Fast delivery available
ZONE03265,Phoenix,48535,Suburban Area,6.58,8.67,9 AM - 9 PM,ADMIN02265,False,Premium delivery zone
ZONE02310,Chicago,84242,Business District,4.35,2.28,9 AM - 9 PM,ADMIN02698,False,Premium delivery zone
ZONE06762,Chicago,51743,Residential Zone,11.85,6.43,9 AM - 9 PM,ADMIN02064,True,High demand area
ZONE02920,Los Angeles,74905,Downtown Zone,14.97,3.92,9 AM - 9 PM,ADMIN02677,True,Premium delivery zone
ZONE09418,New York,97190,Business District,9.36,5.36,9 AM - 9 PM,ADMIN02860,False,Low delivery fee zone
ZONE02453,New York,93158,Rural Zone,2.41,15.38,9 AM - 9 PM,ADMIN02966,False,Newly added zone
ZONE00725,Chicago,36108,Business District,4.45,19.23,9 AM - 9 PM,ADMIN02451,True,Low delivery fee zone
ZONE01322,Chicago,87587,Residential Zone,4.81,7.6,9 AM - 9 PM,ADMIN02466,True,Newly added zone
ZONE07124,New York,63078,Residential Zone,6.48,8.17,9 AM - 9 PM,ADMIN02845,True,Premium delivery zone
ZONE07438,New York,57972,Residential Zone,13.58,9.66,9 AM - 9 PM,ADMIN02370,True,High demand area
ZONE03149,New York,44092,Business District,7.52,9.6,9 AM - 9 PM,ADMIN02746,True,Newly added zone
ZONE08701,Houston,21233,Residential Zone,1.74,3.12,9 AM - 9 PM,ADMIN02503,False,Low delivery fee zone
ZONE03815,Los Angeles,69949,Suburban Area,8.05,14.16,9 AM - 9 PM,ADMIN02531,True,Premium delivery zone
ZONE03438,Los Angeles,62900,Business District,4.72,1.8,9 AM - 9 PM,ADMIN02325,False,Fast delivery available
ZONE06229,Houston,24423,Rural Zone,4.32,15.34,9 AM - 9 PM,ADMIN02230,False,High demand area
ZONE00570,Phoenix,61203,Downtown Zone,3.83,10.47,9 AM - 9 PM,ADMIN02462,True,Newly added zone
ZONE03576,Phoenix,95099,Business District,13.95,3.06,9 AM - 9 PM,ADMIN02015,True,Low delivery fee zone
ZONE06894,Houston,62165,Rural Zone,14.2,17.63,9 AM - 9 PM,ADMIN02145,False,Premium delivery zone
ZONE08691,Houston,49009,Suburban Area,12.29,12.56,9 AM - 9 PM,ADMIN02668,True,Premium delivery zone
ZONE04180,Chicago,69092,Business District,10.12,2.42,9 AM - 9 PM,ADMIN02974,False,Low delivery fee zone
ZONE05778,Houston,67002,Suburban Area,4.48,2.69,9 AM - 9 PM,ADMIN02494,True,Newly added zone
ZONE00534,Chicago,84812,Residential Zone,14.86,3.38,9 AM - 9 PM,ADMIN02882,False,Fast delivery available
ZONE08095,Houston,85624,Suburban Area,14.76,1.23,9 AM - 9 PM,ADMIN02597,False,High demand area
ZONE04173,Houston,41379,Residential Zone,9.74,12.69,9 AM - 9 PM,ADMIN02267,False,Premium delivery zone
ZONE07769,Chicago,64075,Rural Zone,13.34,12.47,9 AM - 9 PM,ADMIN02503,True,High demand area
ZONE02755,Houston,49215,Rural Zone,14.21,6.19,9 AM - 9 PM,ADMIN02418,False,Newly added zone
ZONE00522,Chicago,33598,Business District,9.22,12.31,9 AM - 9 PM,ADMIN02999,True,Low delivery fee zone
ZONE06137,Chicago,26889,Residential Zone,3.36,7.38,9 AM - 9 PM,ADMIN02354,False,High demand area
ZONE09119,Chicago,55793,Suburban Area,4.83,3.45,9 AM - 9 PM,ADMIN02333,False,Premium delivery zone
ZONE09464,Chicago,88290,Suburban Area,12.73,14.72,9 AM - 9 PM,ADMIN02649,True,Newly added zone
ZONE06409,Chicago,62220,Suburban Area,2.34,4.79,9 AM - 9 PM,ADMIN02594,True,Low delivery fee zone
ZONE03589,Los Angeles,58575,Downtown Zone,0.8,5.64,9 AM - 9 PM,ADMIN02761,True,Newly added zone
ZONE00692,Chicago,57738,Downtown Zone,14.63,17.9,9 AM - 9 PM,ADMIN02125,True,Fast delivery available
ZONE03518,Chicago,90974,Suburban Area,10.82,14.44,9 AM - 9 PM,ADMIN02969,True,Premium delivery zone
ZONE09056,Phoenix,29461,Rural Zone,7.39,10.86,9 AM - 9 PM,ADMIN02328,False,High demand area
ZONE05979,Chicago,33011,Downtown Zone,14.93,15.89,9 AM - 9 PM,ADMIN02479,True,Low delivery fee zone
ZONE09496,Chicago,47919,Suburban Area,4.02,9.3,9 AM - 9 PM,ADMIN02805,True,Premium delivery zone
ZONE05777,Houston,18976,Business District,6.77,8.07,9 AM - 9 PM,ADMIN02146,False,High demand area
ZONE02854,New York,80210,Rural Zone,1.33,15.22,9 AM - 9 PM,ADMIN02546,False,High demand area
ZONE02465,Houston,65036,Business District,9.87,2.45,9 AM - 9 PM,ADMIN02323,False,Premium delivery zone
ZONE06629,New York,39204,Residential Zone,1.34,2.67,9 AM - 9 PM,ADMIN02889,False,Premium delivery zone
ZONE02509,Houston,55057,Downtown Zone,2.32,18.45,9 AM - 9 PM,ADMIN02942,False,Low delivery fee zone
ZONE08669,Los Angeles,51782,Downtown Zone,14.65,12.5,9 AM - 9 PM,ADMIN02308,False,Newly added zone
ZONE06062,Houston,64716,Residential Zone,3.07,5.18,9 AM - 9 PM,ADMIN02969,False,High demand area
ZONE06979,Los Angeles,91948,Business District,4.81,5.2,9 AM - 9 PM,ADMIN02229,True,Fast delivery available
ZONE00943,Chicago,99104,Downtown Zone,6.1,6.1,9 AM - 9 PM,ADMIN02367,True,Newly added zone
ZONE09982,Los Angeles,32286,Suburban Area,6.17,6.05,9 AM - 9 PM,ADMIN02355,True,High demand area
ZONE01361,Houston,14759,Suburban Area,9.14,9.59,9 AM - 9 PM,ADMIN02999,True,Fast delivery available
ZONE04311,Houston,51961,Downtown Zone,2.4,1.09,9 AM - 9 PM,ADMIN02404,True,Newly added zone
ZONE01637,Chicago,97278,Downtown Zone,1.43,14.84,9 AM - 9 PM,ADMIN02850,True,Fast delivery available
ZONE03933,Los Angeles,92255,Suburban Area,5.5,6.95,9 AM - 9 PM,ADMIN02592,True,Fast delivery available
ZONE08721,New York,83961,Business District,0.49,4.4,9 AM - 9 PM,ADMIN02343,True,Low delivery fee zone
ZONE03271,Houston,22159,Residential Zone,6.96,8.23,9 AM - 9 PM,ADMIN02218,False,Low delivery fee zone
ZONE07956,Chicago,10999,Suburban Area,4.21,10.16,9 AM - 9 PM,ADMIN02398,True,Fast delivery available
ZONE01459,Los Angeles,25762,Residential Zone,12.66,16.82,9 AM - 9 PM,ADMIN02496,True,Fast delivery available
ZONE05617,Phoenix,67807,Rural Zone,4.29,1.42,9 AM - 9 PM,ADMIN02956,True,Fast delivery available
ZONE00407,New York,16711,Suburban Area,12.63,9.29,9 AM - 9 PM,ADMIN02278,True,Newly added zone
ZONE05917,Houston,21570,Downtown Zone,12.49,4.99,9 AM - 9 PM,ADMIN02662,True,Premium delivery zone
ZONE04779,New York,81102,Suburban Area,3.54,17.8,9 AM - 9 PM,ADMIN02015,True,Low delivery fee zone
ZONE06925,New York,54732,Residential Zone,10.91,10.34,9 AM - 9 PM,ADMIN02268,True,Newly added zone
ZONE04609,Chicago,52116,Business District,5.59,16.54,9 AM - 9 PM,ADMIN02475,True,Fast delivery available
ZONE06355,Los Angeles,55535,Suburban Area,4.5,19.39,9 AM - 9 PM,ADMIN02395,False,High demand area
ZONE04485,New York,83697,Downtown Zone,4.53,9.94,9 AM - 9 PM,ADMIN02356,False,High demand area
ZONE04949,Los Angeles,46098,Downtown Zone,5.97,3.6,9 AM - 9 PM,ADMIN02428,False,Fast delivery available
ZONE01531,New York,23485,Rural Zone,5.25,4.75,9 AM - 9 PM,ADMIN02496,False,High demand area
ZONE09217,New York,56363,Downtown Zone,7.87,6.49,9 AM - 9 PM,ADMIN02622,True,Premium delivery zone
ZONE01478,Phoenix,76512,Suburban Area,8.2,1.03,9 AM - 9 PM,ADMIN02770,True,Premium delivery zone
ZONE07631,New York,95601,Residential Zone,10.49,12.3,9 AM - 9 PM,ADMIN02762,True,Premium delivery zone
ZONE01920,Chicago,74490,Rural Zone,11.69,13.87,9 AM - 9 PM,ADMIN02327,True,Low delivery fee zone
ZONE06100,Chicago,14370,Downtown Zone,10.49,14.92,9 AM - 9 PM,ADMIN02871,False,Low delivery fee zone
ZONE09376,Los Angeles,99500,Rural Zone,0.76,6.32,9 AM - 9 PM,ADMIN02033,False,High demand area
ZONE04092,Los Angeles,92222,Suburban Area,3.17,15.0,9 AM - 9 PM,ADMIN02198,True,Fast delivery available
ZONE06590,Phoenix,16009,Rural Zone,5.35,7.79,9 AM - 9 PM,ADMIN02931,False,Premium delivery zone
ZONE09188,Houston,35627,Downtown Zone,13.58,2.51,9 AM - 9 PM,ADMIN02041,True,High demand area
ZONE04545,New York,70107,Suburban Area,6.62,17.41,9 AM - 9 PM,ADMIN02602,False,Premium delivery zone
ZONE02919,Phoenix,12287,Downtown Zone,0.83,7.6,9 AM - 9 PM,ADMIN02656,True,Newly added zone
ZONE01215,Phoenix,21770,Suburban Area,14.91,3.75,9 AM - 9 PM,ADMIN02645,True,Fast delivery available
ZONE01030,Los Angeles,54606,Suburban Area,3.87,12.92,9 AM - 9 PM,ADMIN02586,False,High demand area
ZONE08349,Chicago,58932,Business District,11.61,3.77,9 AM - 9 PM,ADMIN02687,True,Newly added zone
ZONE01813,Houston,37742,Suburban Area,7.96,1.75,9 AM - 9 PM,ADMIN02044,True,Newly added zone
ZONE02593,Chicago,80517,Suburban Area,3.94,1.63,9 AM - 9 PM,ADMIN02205,False,High demand area
ZONE04235,Houston,56348,Rural Zone,4.81,8.71,9 AM - 9 PM,ADMIN02728,True,Newly added zone
ZONE07624,New York,21102,Residential Zone,8.04,10.44,9 AM - 9 PM,ADMIN02365,False,High demand area
ZONE06813,New York,62577,Downtown Zone,1.21,6.64,9 AM - 9 PM,ADMIN02422,False,Low delivery fee zone
ZONE05448,Houston,34931,Rural Zone,11.33,16.98,9 AM - 9 PM,ADMIN02937,False,Newly added zone
ZONE04241,New York,68539,Suburban Area,5.66,17.82,9 AM - 9 PM,ADMIN02420,False,Newly added zone
ZONE01338,New York,93971,Residential Zone,14.08,1.19,9 AM - 9 PM,ADMIN02003,False,Fast delivery available
ZONE08409,New York,13421,Rural Zone,10.89,13.75,9 AM - 9 PM,ADMIN02462,False,Premium delivery zone
ZONE09046,Houston,63412,Rural Zone,4.32,17.79,9 AM - 9 PM,ADMIN02839,True,Low delivery fee zone
ZONE06724,Phoenix,95946,Residential Zone,14.12,19.59,9 AM - 9 PM,ADMIN02058,False,High demand area
ZONE06384,Los Angeles,74033,Rural Zone,2.82,12.72,9 AM - 9 PM,ADMIN02312,True,High demand area
ZONE08330,Chicago,45025,Business District,10.69,1.13,9 AM - 9 PM,ADMIN02498,True,Premium delivery zone
ZONE09653,Los Angeles,66989,Downtown Zone,13.56,5.89,9 AM - 9 PM,ADMIN02947,True,High demand area
ZONE04460,Chicago,84248,Residential Zone,1.25,11.84,9 AM - 9 PM,ADMIN02852,False,High demand area
ZONE02808,Houston,87365,Suburban Area,14.32,1.99,9 AM - 9 PM,ADMIN02546,True,High demand area
ZONE09942,New York,83678,Rural Zone,9.73,18.92,9 AM - 9 PM,ADMIN02657,True,Newly added zone
ZONE04115,Chicago,44907,Business District,13.35,12.56,9 AM - 9 PM,ADMIN02393,False,Newly added zone
ZONE06046,Los Angeles,71134,Suburban Area,4.36,7.33,9 AM - 9 PM,ADMIN02376,False,Premium delivery zone
ZONE08413,Chicago,35327,Suburban Area,6.71,8.73,9 AM - 9 PM,ADMIN02520,False,Newly added zone
ZONE07662,Phoenix,37313,Downtown Zone,3.93,18.62,9 AM - 9 PM,ADMIN02979,True,Newly added zone
ZONE02050,Phoenix,68831,Business District,10.79,12.38,9 AM - 9 PM,ADMIN02283,True,Premium delivery zone
ZONE05254,Los Angeles,11194,Downtown Zone,11.9,13.54,9 AM - 9 PM,ADMIN02178,True,Low delivery fee zone
ZONE03611,New York,50525,Residential Zone,11.09,1.17,9 AM - 9 PM,ADMIN02110,False,Fast delivery available
ZONE01380,Phoenix,37305,Rural Zone,8.38,17.66,9 AM - 9 PM,ADMIN02955,True,Low delivery fee zone
ZONE09178,Los Angeles,44965,Downtown Zone,8.09,9.64,9 AM - 9 PM,ADMIN02350,True,Premium delivery zone
ZONE06640,Los Angeles,76307,Suburban Area,5.01,10.53,9 AM - 9 PM,ADMIN02424,False,Low delivery fee zone
ZONE08198,Chicago,94346,Suburban Area,8.84,12.16,9 AM - 9 PM,ADMIN02192,False,Newly added zone
ZONE07420,Chicago,63844,Business District,3.76,3.1,9 AM - 9 PM,ADMIN02448,True,Premium delivery zone
ZONE02094,Phoenix,33152,Suburban Area,12.48,15.66,9 AM - 9 PM,ADMIN02402,True,High demand area
ZONE01763,Houston,50281,Business District,6.47,2.99,9 AM - 9 PM,ADMIN02717,True,Newly added zone
ZONE02601,New York,33577,Residential Zone,0.26,4.04,9 AM - 9 PM,ADMIN02709,False,High demand area
ZONE08129,Houston,10053,Suburban Area,10.66,16.85,9 AM - 9 PM,ADMIN02231,True,High demand area
ZONE06326,Chicago,38501,Suburban Area,9.59,11.27,9 AM - 9 PM,ADMIN02091,True,Low delivery fee zone
ZONE07656,Chicago,24828,Business District,5.42,19.05,9 AM - 9 PM,ADMIN02225,False,Newly added zone
ZONE01339,Houston,11177,Rural Zone,5.72,6.65,9 AM - 9 PM,ADMIN02044,False,Low delivery fee zone
ZONE03166,Chicago,11801,Downtown Zone,14.18,18.24,9 AM - 9 PM,ADMIN02291,False,Low delivery fee zone
ZONE04178,Phoenix,50915,Suburban Area,5.78,18.23,9 AM - 9 PM,ADMIN02338,False,High demand area
ZONE09027,Los Angeles,78145,Suburban Area,9.96,5.92,9 AM - 9 PM,ADMIN02701,True,High demand area
ZONE09148,Phoenix,36018,Downtown Zone,3.03,2.23,9 AM - 9 PM,ADMIN02347,False,Premium delivery zone
ZONE04020,New York,21252,Downtown Zone,3.51,14.22,9 AM - 9 PM,ADMIN02087,False,Low delivery fee zone
ZONE09760,Phoenix,19190,Business District,12.24,19.34,9 AM - 9 PM,ADMIN02648,True,Newly added zone
ZONE02822,Los Angeles,74417,Downtown Zone,8.18,17.05,9 AM - 9 PM,ADMIN02921,True,Premium delivery zone
ZONE05310,Chicago,41462,Business District,2.44,17.19,9 AM - 9 PM,ADMIN02705,False,High demand area
ZONE05824,New York,48654,Residential Zone,8.81,1.99,9 AM - 9 PM,ADMIN02674,False,Fast delivery available
ZONE06337,Houston,21220,Residential Zone,4.48,19.61,9 AM - 9 PM,ADMIN02663,True,Fast delivery available
ZONE05791,Houston,19564,Suburban Area,9.45,8.51,9 AM - 9 PM,ADMIN02073,False,High demand area
ZONE04956,Los Angeles,61055,Residential Zone,14.44,18.69,9 AM - 9 PM,ADMIN02778,True,High demand area
ZONE05401,Houston,25848,Business District,4.07,17.86,9 AM - 9 PM,ADMIN02146,False,Fast delivery available
ZONE06481,New York,30678,Rural Zone,6.03,6.37,9 AM - 9 PM,ADMIN02218,False,Fast delivery available
ZONE08841,Phoenix,24162,Business District,1.47,11.73,9 AM - 9 PM,ADMIN02994,False,Low delivery fee zone
ZONE07800,Phoenix,42305,Suburban Area,9.8,7.56,9 AM - 9 PM,ADMIN02850,True,High demand area
ZONE06755,New York,68557,Residential Zone,0.96,2.07,9 AM - 9 PM,ADMIN02794,False,Newly added zone
ZONE08515,New York,33800,Rural Zone,12.24,6.77,9 AM - 9 PM,ADMIN02981,True,High demand area
ZONE04564,Phoenix,89659,Downtown Zone,3.96,1.41,9 AM - 9 PM,ADMIN02180,False,High demand area
ZONE01499,New York,75094,Residential Zone,2.44,13.98,9 AM - 9 PM,ADMIN02908,True,Low delivery fee zone
ZONE07183,Chicago,35430,Rural Zone,12.42,9.47,9 AM - 9 PM,ADMIN02103,False,Fast delivery available
ZONE08348,Houston,99796,Residential Zone,5.82,5.27,9 AM - 9 PM,ADMIN02873,False,High demand area
ZONE06626,Los Angeles,81755,Business District,9.96,4.3,9 AM - 9 PM,ADMIN02753,True,Premium delivery zone
ZONE03443,New York,27762,Rural Zone,13.6,4.3,9 AM - 9 PM,ADMIN02290,True,Newly added zone
ZONE03504,Chicago,36550,Suburban Area,5.01,7.24,9 AM - 9 PM,ADMIN02680,False,High demand area
ZONE06187,Houston,41468,Suburban Area,10.94,4.54,9 AM - 9 PM,ADMIN02940,True,Premium delivery zone
ZONE03132,Houston,44750,Rural Zone,7.7,6.6,9 AM - 9 PM,ADMIN02772,True,Newly added zone
ZONE02269,Chicago,93655,Rural Zone,7.86,18.78,9 AM - 9 PM,ADMIN02480,True,High demand area
ZONE08233,New York,57362,Business District,3.01,15.61,9 AM - 9 PM,ADMIN02436,False,Newly added zone
ZONE01572,New York,69775,Business District,5.26,6.89,9 AM - 9 PM,ADMIN02483,True,Low delivery fee zone
ZONE03377,Los Angeles,35911,Residential Zone,14.77,10.88,9 AM - 9 PM,ADMIN02043,True,Low delivery fee zone
ZONE04692,Los Angeles,29248,Rural Zone,3.6,10.79,9 AM - 9 PM,ADMIN02132,False,Low delivery fee zone
ZONE00546,Houston,77085,Downtown Zone,2.69,8.24,9 AM - 9 PM,ADMIN02362,False,High demand area
ZONE04353,Houston,13631,Downtown Zone,1.29,7.12,9 AM - 9 PM,ADMIN02535,True,High demand area
ZONE02381,Chicago,78000,Suburban Area,2.78,6.0,9 AM - 9 PM,ADMIN02831,False,Fast delivery available
ZONE02559,Houston,91473,Rural Zone,0.5,15.9,9 AM - 9 PM,ADMIN02695,False,Fast delivery available
ZONE04300,Phoenix,90086,Business District,12.89,17.98,9 AM - 9 PM,ADMIN02597,False,Premium delivery zone
ZONE07364,Houston,82988,Rural Zone,9.28,8.96,9 AM - 9 PM,ADMIN02379,False,Premium delivery zone
ZONE03042,New York,44266,Business District,8.62,7.24,9 AM - 9 PM,ADMIN02502,True,Fast delivery available
ZONE08215,New York,72564,Residential Zone,5.71,15.84,9 AM - 9 PM,ADMIN02295,True,Low delivery fee zone
ZONE04263,Chicago,43511,Residential Zone,4.76,12.12,9 AM - 9 PM,ADMIN02543,False,Low delivery fee zone
ZONE08674,Houston,31275,Suburban Area,13.22,8.22,9 AM - 9 PM,ADMIN02479,True,Low delivery fee zone
ZONE08410,Phoenix,32838,Business District,1.76,5.4,9 AM - 9 PM,ADMIN02745,False,Newly added zone
ZONE06945,New York,40211,Rural Zone,9.12,4.87,9 AM - 9 PM,ADMIN02529,True,Premium delivery zone
ZONE07961,New York,83769,Residential Zone,8.35,5.86,9 AM - 9 PM,ADMIN02347,True,High demand area
ZONE07253,New York,28199,Suburban Area,9.57,13.09,9 AM - 9 PM,ADMIN02284,False,High demand area
ZONE05044,Chicago,50341,Residential Zone,10.99,19.29,9 AM - 9 PM,ADMIN02643,True,High demand area
ZONE04763,Chicago,34027,Residential Zone,7.34,3.3,9 AM - 9 PM,ADMIN02844,True,Newly added zone
ZONE01254,Chicago,37005,Business District,13.31,14.39,9 AM - 9 PM,ADMIN02300,False,High demand area
ZONE00318,Houston,13873,Business District,1.83,1.46,9 AM - 9 PM,ADMIN02285,False,Newly added zone
ZONE00391,Los Angeles,84725,Suburban Area,11.1,18.98,9 AM - 9 PM,ADMIN02933,False,Newly added zone
ZONE00647,Phoenix,28657,Business District,10.15,19.25,9 AM - 9 PM,ADMIN02573,True,Fast delivery available
ZONE00195,New York,41844,Rural Zone,12.57,13.93,9 AM - 9 PM,ADMIN02787,True,Low delivery fee zone
ZONE05253,Phoenix,86998,Downtown Zone,6.37,1.74,9 AM - 9 PM,ADMIN02140,False,Newly added zone
ZONE08463,Houston,81184,Residential Zone,1.09,3.25,9 AM - 9 PM,ADMIN02939,True,Premium delivery zone
ZONE09157,New York,34242,Suburban Area,9.99,6.44,9 AM - 9 PM,ADMIN02713,False,Newly added zone
ZONE08617,Houston,58336,Downtown Zone,6.22,18.25,9 AM - 9 PM,ADMIN02863,True,Premium delivery zone
ZONE05370,New York,41294,Rural Zone,12.1,7.86,9 AM - 9 PM,ADMIN02769,False,Premium delivery zone
ZONE09050,Houston,90162,Suburban Area,0.63,17.94,9 AM - 9 PM,ADMIN02056,True,High demand area
ZONE09144,Chicago,59019,Rural Zone,8.68,8.38,9 AM - 9 PM,ADMIN02603,True,Low delivery fee zone
ZONE07301,Chicago,76101,Downtown Zone,2.42,16.89,9 AM - 9 PM,ADMIN02784,True,Newly added zone
